id_estaciones,lat,lon,pertenece_poligono
IROSARIO36,-32.94976,-60.64471,True
IROSARIO39,-32.95218,-60.64463,True
ISFCALZA2,-32.95,-60.643,True
IROSAR54,-32.95658,-60.65012,True
IROSAR90,-32.95996,-60.64228,True
IROSARIO6,-32.95418,-60.63477,True
IROSAR69,-32.95807,-60.6361,True
IROSAR67,-33.12773,-60.50851,True
ICONST44,-33.31783,-60.3208,True
IPERGA18,-33.89796,-60.54726,True
IPERGA21,-33.89951,-60.54523,True
IPERGAMI7,-33.90522,-60.52405,True
ISALTO12,-34.29411,-60.25742,False
ISALTO18,-34.31591,-60.2473,False
ISALTO4,-34.29391,-60.24297,False
IANGEL21,-31.5647,-60.63927,False
ISANJO104,-31.57781,-60.54377,False
IPARAN79,-31.754,-60.46804,False
ISANTAFE78,-32.94104,-60.63556,True
IROSAR107,-32.94843,-60.63126,True
IROSARIO11,-32.96047,-60.63338,True
IROSAR70,-32.95807,-60.6358,True
ISALTO7,-34.37534,-60.23655,False
ISANTA827,-31.54426,-60.5169,False
IPARAN78,-31.754,-60.46796,False
ICONSTIT4,-33.23227,-60.32683,True
ISANNI16,-33.34429,-60.23254,True
ICHACA6,-34.52686,-60.22539,False
IARROY59,-31.51157,-60.4661,False
IVILLA936,-31.62874,-60.35479,False
IRAWSO17,-34.60859,-60.06684,False
IBRAGA532,-35.11469,-60.48874,False
IBUENOSA378,-35.12044,-60.47433,False
IPARAN30,-31.74969,-60.4013,False
IPARAN35,-31.75072,-60.40124,False
IPARAN33,-31.75096,-60.40123,False
IHERNN1,-32.40747,-59.94801,False
ISANNI25,-33.32282,-60.22486,True
ISANNI35,-33.33452,-60.22236,True
ISANNICO36,-33.3375,-60.21816,True
ISANNI7,-33.33976,-60.21611,True
ISANNI45,-33.33968,-60.21601,True
IBUENOSA95,-34.88416,-60.0315,False
ISANNI2,-33.3386,-60.21414,True
IARREC9,-34.10785,-60.0695,False
ICHIVI2,-34.88955,-60.01668,False
IPARAN21,-31.70212,-60.23156,False
IERVIALE3,-31.87181,-60.01722,False
IENTRERO14,-32.73251,-59.95188,False
ISANNI51,-33.33651,-60.21306,True
IARREC10,-34.09054,-60.00072,False
ICHIVI12,-34.87026,-59.99746,False
ISANNI27,-33.33618,-60.20759,True
ICAPIT69,-34.10656,-59.94738,False
ICASTI160,-34.56705,-59.9385,False
ICHIVI5,-34.76359,-59.93445,False
ICHIVI11,-34.86979,-59.99706,False
ICAPIT8,-34.12154,-59.91475,False
ICHIVILC5,-34.89254,-60.00367,False
IELPIN12,-31.57943,-59.91336,False
ISANPEDR35,-33.87165,-59.87793,False
ISANPEDR53,-33.88078,-59.87538,False
ICHIVI20,-34.89283,-60.00365,False
IDEPAR124,-32.59953,-59.49749,False
IBUENOSA267,-34.37686,-59.82277,False
IPARAN47,-31.82864,-59.71447,False
IPARAN44,-31.84422,-59.70678,False
IBUENOSA489,-33.69224,-59.67658,False
IBUENOSA473,-33.67424,-59.66768,False
ISANPE32,-33.88609,-59.68108,False
IBARADER2,-33.98331,-59.6709,False
ICAPIT40,-34.1651,-59.7326,False
ICAPIT44,-34.16546,-59.73266,False
ICARME12,-34.37757,-59.82116,False
ICHIVI6,-34.78903,-59.86612,False
IHERNA51,-31.24903,-60.00265,False
INOGOYDE2,-32.07533,-59.44906,False
ICAPIT43,-34.16496,-59.73167,False
IENTRERO15,-31.39391,-59.71103,False
ILAPAZ46,-31.38665,-59.66655,False
IBARAD6,-33.8154,-59.51693,False
ISUIPA1,-34.77305,-59.69273,False
IPARAN27,-31.22947,-59.98642,False
ITALADEP4,-32.30333,-59.14139,False
IDEPAR11,-33.1508,-59.32459,False
IBARAD3,-33.81841,-59.50838,False
IVILLA602,-31.67271,-59.30949,False
ISANAN26,-34.30557,-59.51685,False
ISANAN74,-34.434,-59.46,False
ISANANDR8,-34.45724,-59.45503,False
IMERCE15,-34.67672,-59.47258,False
IVILLA601,-31.67863,-59.3067,False
INOGOY1,-32.07726,-59.46282,False
IDEPAR95,-32.85635,-59.36646,False
IBARAD4,-33.92148,-59.37343,False
ISANAN9,-34.25227,-59.48069,False
ISANAN15,-34.46347,-59.44805,False
IMERCE29,-34.67438,-59.45762,False
IMERCE10,-34.64969,-59.43887,False
ICHIVI17,-34.8688,-59.97407,False
ICHIVI1,-34.90303,-60.00219,False
IVILLA619,-31.64599,-59.28001,False
IIRAZU4,-32.92652,-58.95683,False
IBUENOSA44,-34.24459,-59.47641,False
ISANAN107,-34.44568,-59.4461,False
ISANAN59,-34.45347,-59.4278,False
IMERCE12,-34.67188,-59.43087,False
IMERCEDE4,-34.70019,-59.42953,False
IBALARIC2,-34.97729,-59.84625,False
INAVARRO2,-34.92495,-59.54168,False
