-31.6,-65.1
-31.65,-65.1
-31.7,-65.1
-31.75,-65.1
-31.8,-65.1
-31.85,-65.1
-31.9,-65.1
-31.95,-65.1
-32,-65.1
-32.05,-65.1
-32.1,-65.1
-32.15,-65.1
-32.2,-65.1
-32.25,-65.1
-32.3,-65.1
-32.35,-65.1
-32.4,-65.1
-32.45,-65.1
-32.5,-65.1
-32.55,-65.1
-32.6,-65.1
-32.65,-65.1
-32.7,-65.1
-32.75,-65.1
-32.8,-65.1
-32.85,-65.1
-32.9,-65.1
-32.95,-65.1
-33,-65.1
-33.05,-65.1
-33.1,-65.1
-33.15,-65.1
-33.2,-65.1
-33.25,-65.1
-33.3,-65.1
-33.35,-65.1
-33.4,-65.1
-33.45,-65.1
-33.5,-65.1
-33.55,-65.1
-33.6,-65.1
-33.65,-65.1
-33.7,-65.1
-33.75,-65.1
-33.8,-65.1
-33.85,-65.1
-33.9,-65.1
-33.95,-65.1
-34,-65.1
-34.05,-65.1
-34.1,-65.1
-34.15,-65.1
-34.2,-65.1
-34.25,-65.1
-34.3,-65.1
-34.35,-65.1
-34.4,-65.1
-34.45,-65.1
-34.5,-65.1
-34.55,-65.1
-34.6,-65.1
-34.65,-65.1
-34.7,-65.1
-34.75,-65.1
-31.6,-65.05
-31.65,-65.05
-31.7,-65.05
-31.75,-65.05
-31.8,-65.05
-31.85,-65.05
-31.9,-65.05
-31.95,-65.05
-32,-65.05
-32.05,-65.05
-32.1,-65.05
-32.15,-65.05
-32.2,-65.05
-32.25,-65.05
-32.3,-65.05
-32.35,-65.05
-32.4,-65.05
-32.45,-65.05
-32.5,-65.05
-32.55,-65.05
-32.6,-65.05
-32.65,-65.05
-32.7,-65.05
-32.75,-65.05
-32.8,-65.05
-32.85,-65.05
-32.9,-65.05
-32.95,-65.05
-33,-65.05
-33.05,-65.05
-33.1,-65.05
-33.15,-65.05
-33.2,-65.05
-33.25,-65.05
-33.3,-65.05
-33.35,-65.05
-33.4,-65.05
-33.45,-65.05
-33.5,-65.05
-33.55,-65.05
-33.6,-65.05
-33.65,-65.05
-33.7,-65.05
-33.75,-65.05
-33.8,-65.05
-33.85,-65.05
-33.9,-65.05
-33.95,-65.05
-34,-65.05
-34.05,-65.05
-34.1,-65.05
-34.15,-65.05
-34.2,-65.05
-34.25,-65.05
-34.3,-65.05
-34.35,-65.05
-34.4,-65.05
-34.45,-65.05
-34.5,-65.05
-34.55,-65.05
-34.6,-65.05
-34.65,-65.05
-34.7,-65.05
-34.75,-65.05
-31.6,-65
-31.65,-65
-31.7,-65
-31.75,-65
-31.8,-65
-31.85,-65
-31.9,-65
-31.95,-65
-32,-65
-32.05,-65
-32.1,-65
-32.15,-65
-32.2,-65
-32.25,-65
-32.3,-65
-32.35,-65
-32.4,-65
-32.45,-65
-32.5,-65
-32.55,-65
-32.6,-65
-32.65,-65
-32.7,-65
-32.75,-65
-32.8,-65
-32.85,-65
-32.9,-65
-32.95,-65
-33,-65
-33.05,-65
-33.1,-65
-33.15,-65
-33.2,-65
-33.25,-65
-33.3,-65
-33.35,-65
-33.4,-65
-33.45,-65
-33.5,-65
-33.55,-65
-33.6,-65
-33.65,-65
-33.7,-65
-33.75,-65
-33.8,-65
-33.85,-65
-33.9,-65
-33.95,-65
-34,-65
-34.05,-65
-34.1,-65
-34.15,-65
-34.2,-65
-34.25,-65
-34.3,-65
-34.35,-65
-34.4,-65
-34.45,-65
-34.5,-65
-34.55,-65
-34.6,-65
-34.65,-65
-34.7,-65
-34.75,-65
-31.6,-64.95
-31.65,-64.95
-31.7,-64.95
-31.75,-64.95
-31.8,-64.95
-31.85,-64.95
-31.9,-64.95
-31.95,-64.95
-32,-64.95
-32.05,-64.95
-32.1,-64.95
-32.15,-64.95
-32.2,-64.95
-32.25,-64.95
-32.3,-64.95
-32.35,-64.95
-32.4,-64.95
-32.45,-64.95
-32.5,-64.95
-32.55,-64.95
-32.6,-64.95
-32.65,-64.95
-32.7,-64.95
-32.75,-64.95
-32.8,-64.95
-32.85,-64.95
-32.9,-64.95
-32.95,-64.95
-33,-64.95
-33.05,-64.95
-33.1,-64.95
-33.15,-64.95
-33.2,-64.95
-33.25,-64.95
-33.3,-64.95
-33.35,-64.95
-33.4,-64.95
-33.45,-64.95
-33.5,-64.95
-33.55,-64.95
-33.6,-64.95
-33.65,-64.95
-33.7,-64.95
-33.75,-64.95
-33.8,-64.95
-33.85,-64.95
-33.9,-64.95
-33.95,-64.95
-34,-64.95
-34.05,-64.95
-34.1,-64.95
-34.15,-64.95
-34.2,-64.95
-34.25,-64.95
-34.3,-64.95
-34.35,-64.95
-34.4,-64.95
-34.45,-64.95
-34.5,-64.95
-34.55,-64.95
-34.6,-64.95
-34.65,-64.95
-34.7,-64.95
-34.75,-64.95
-31.6,-64.9
-31.65,-64.9
-31.7,-64.9
-31.75,-64.9
-31.8,-64.9
-31.85,-64.9
-31.9,-64.9
-31.95,-64.9
-32,-64.9
-32.05,-64.9
-32.1,-64.9
-32.15,-64.9
-32.2,-64.9
-32.25,-64.9
-32.3,-64.9
-32.35,-64.9
-32.4,-64.9
-32.45,-64.9
-32.5,-64.9
-32.55,-64.9
-32.6,-64.9
-32.65,-64.9
-32.7,-64.9
-32.75,-64.9
-32.8,-64.9
-32.85,-64.9
-32.9,-64.9
-32.95,-64.9
-33,-64.9
-33.05,-64.9
-33.1,-64.9
-33.15,-64.9
-33.2,-64.9
-33.25,-64.9
-33.3,-64.9
-33.35,-64.9
-33.4,-64.9
-33.45,-64.9
-33.5,-64.9
-33.55,-64.9
-33.6,-64.9
-33.65,-64.9
-33.7,-64.9
-33.75,-64.9
-33.8,-64.9
-33.85,-64.9
-33.9,-64.9
-33.95,-64.9
-34,-64.9
-34.05,-64.9
-34.1,-64.9
-34.15,-64.9
-34.2,-64.9
-34.25,-64.9
-34.3,-64.9
-34.35,-64.9
-34.4,-64.9
-34.45,-64.9
-34.5,-64.9
-34.55,-64.9
-34.6,-64.9
-34.65,-64.9
-34.7,-64.9
-34.75,-64.9
-31.6,-64.85
-31.65,-64.85
-31.7,-64.85
-31.75,-64.85
-31.8,-64.85
-31.85,-64.85
-31.9,-64.85
-31.95,-64.85
-32,-64.85
-32.05,-64.85
-32.1,-64.85
-32.15,-64.85
-32.2,-64.85
-32.25,-64.85
-32.3,-64.85
-32.35,-64.85
-32.4,-64.85
-32.45,-64.85
-32.5,-64.85
-32.55,-64.85
-32.6,-64.85
-32.65,-64.85
-32.7,-64.85
-32.75,-64.85
-32.8,-64.85
-32.85,-64.85
-32.9,-64.85
-32.95,-64.85
-33,-64.85
-33.05,-64.85
-33.1,-64.85
-33.15,-64.85
-33.2,-64.85
-33.25,-64.85
-33.3,-64.85
-33.35,-64.85
-33.4,-64.85
-33.45,-64.85
-33.5,-64.85
-33.55,-64.85
-33.6,-64.85
-33.65,-64.85
-33.7,-64.85
-33.75,-64.85
-33.8,-64.85
-33.85,-64.85
-33.9,-64.85
-33.95,-64.85
-34,-64.85
-34.05,-64.85
-34.1,-64.85
-34.15,-64.85
-34.2,-64.85
-34.25,-64.85
-34.3,-64.85
-34.35,-64.85
-34.4,-64.85
-34.45,-64.85
-34.5,-64.85
-34.55,-64.85
-34.6,-64.85
-34.65,-64.85
-34.7,-64.85
-34.75,-64.85
-31.6,-64.8
-31.65,-64.8
-31.7,-64.8
-31.75,-64.8
-31.8,-64.8
-31.85,-64.8
-31.9,-64.8
-31.95,-64.8
-32,-64.8
-32.05,-64.8
-32.1,-64.8
-32.15,-64.8
-32.2,-64.8
-32.25,-64.8
-32.3,-64.8
-32.35,-64.8
-32.4,-64.8
-32.45,-64.8
-32.5,-64.8
-32.55,-64.8
-32.6,-64.8
-32.65,-64.8
-32.7,-64.8
-32.75,-64.8
-32.8,-64.8
-32.85,-64.8
-32.9,-64.8
-32.95,-64.8
-33,-64.8
-33.05,-64.8
-33.1,-64.8
-33.15,-64.8
-33.2,-64.8
-33.25,-64.8
-33.3,-64.8
-33.35,-64.8
-33.4,-64.8
-33.45,-64.8
-33.5,-64.8
-33.55,-64.8
-33.6,-64.8
-33.65,-64.8
-33.7,-64.8
-33.75,-64.8
-33.8,-64.8
-33.85,-64.8
-33.9,-64.8
-33.95,-64.8
-34,-64.8
-34.05,-64.8
-34.1,-64.8
-34.15,-64.8
-34.2,-64.8
-34.25,-64.8
-34.3,-64.8
-34.35,-64.8
-34.4,-64.8
-34.45,-64.8
-34.5,-64.8
-34.55,-64.8
-34.6,-64.8
-34.65,-64.8
-34.7,-64.8
-34.75,-64.8
-31.6,-64.75
-31.65,-64.75
-31.7,-64.75
-31.75,-64.75
-31.8,-64.75
-31.85,-64.75
-31.9,-64.75
-31.95,-64.75
-32,-64.75
-32.05,-64.75
-32.1,-64.75
-32.15,-64.75
-32.2,-64.75
-32.25,-64.75
-32.3,-64.75
-32.35,-64.75
-32.4,-64.75
-32.45,-64.75
-32.5,-64.75
-32.55,-64.75
-32.6,-64.75
-32.65,-64.75
-32.7,-64.75
-32.75,-64.75
-32.8,-64.75
-32.85,-64.75
-32.9,-64.75
-32.95,-64.75
-33,-64.75
-33.05,-64.75
-33.1,-64.75
-33.15,-64.75
-33.2,-64.75
-33.25,-64.75
-33.3,-64.75
-33.35,-64.75
-33.4,-64.75
-33.45,-64.75
-33.5,-64.75
-33.55,-64.75
-33.6,-64.75
-33.65,-64.75
-33.7,-64.75
-33.75,-64.75
-33.8,-64.75
-33.85,-64.75
-33.9,-64.75
-33.95,-64.75
-34,-64.75
-34.05,-64.75
-34.1,-64.75
-34.15,-64.75
-34.2,-64.75
-34.25,-64.75
-34.3,-64.75
-34.35,-64.75
-34.4,-64.75
-34.45,-64.75
-34.5,-64.75
-34.55,-64.75
-34.6,-64.75
-34.65,-64.75
-34.7,-64.75
-34.75,-64.75
-31.6,-64.7
-31.65,-64.7
-31.7,-64.7
-31.75,-64.7
-31.8,-64.7
-31.85,-64.7
-31.9,-64.7
-31.95,-64.7
-32,-64.7
-32.05,-64.7
-32.1,-64.7
-32.15,-64.7
-32.2,-64.7
-32.25,-64.7
-32.3,-64.7
-32.35,-64.7
-32.4,-64.7
-32.45,-64.7
-32.5,-64.7
-32.55,-64.7
-32.6,-64.7
-32.65,-64.7
-32.7,-64.7
-32.75,-64.7
-32.8,-64.7
-32.85,-64.7
-32.9,-64.7
-32.95,-64.7
-33,-64.7
-33.05,-64.7
-33.1,-64.7
-33.15,-64.7
-33.2,-64.7
-33.25,-64.7
-33.3,-64.7
-33.35,-64.7
-33.4,-64.7
-33.45,-64.7
-33.5,-64.7
-33.55,-64.7
-33.6,-64.7
-33.65,-64.7
-33.7,-64.7
-33.75,-64.7
-33.8,-64.7
-33.85,-64.7
-33.9,-64.7
-33.95,-64.7
-34,-64.7
-34.05,-64.7
-34.1,-64.7
-34.15,-64.7
-34.2,-64.7
-34.25,-64.7
-34.3,-64.7
-34.35,-64.7
-34.4,-64.7
-34.45,-64.7
-34.5,-64.7
-34.55,-64.7
-34.6,-64.7
-34.65,-64.7
-34.7,-64.7
-34.75,-64.7
-31.6,-64.65
-31.65,-64.65
-31.7,-64.65
-31.75,-64.65
-31.8,-64.65
-31.85,-64.65
-31.9,-64.65
-31.95,-64.65
-32,-64.65
-32.05,-64.65
-32.1,-64.65
-32.15,-64.65
-32.2,-64.65
-32.25,-64.65
-32.3,-64.65
-32.35,-64.65
-32.4,-64.65
-32.45,-64.65
-32.5,-64.65
-32.55,-64.65
-32.6,-64.65
-32.65,-64.65
-32.7,-64.65
-32.75,-64.65
-32.8,-64.65
-32.85,-64.65
-32.9,-64.65
-32.95,-64.65
-33,-64.65
-33.05,-64.65
-33.1,-64.65
-33.15,-64.65
-33.2,-64.65
-33.25,-64.65
-33.3,-64.65
-33.35,-64.65
-33.4,-64.65
-33.45,-64.65
-33.5,-64.65
-33.55,-64.65
-33.6,-64.65
-33.65,-64.65
-33.7,-64.65
-33.75,-64.65
-33.8,-64.65
-33.85,-64.65
-33.9,-64.65
-33.95,-64.65
-34,-64.65
-34.05,-64.65
-34.1,-64.65
-34.15,-64.65
-34.2,-64.65
-34.25,-64.65
-34.3,-64.65
-34.35,-64.65
-34.4,-64.65
-34.45,-64.65
-34.5,-64.65
-34.55,-64.65
-34.6,-64.65
-34.65,-64.65
-34.7,-64.65
-34.75,-64.65
-31.6,-64.6
-31.65,-64.6
-31.7,-64.6
-31.75,-64.6
-31.8,-64.6
-31.85,-64.6
-31.9,-64.6
-31.95,-64.6
-32,-64.6
-32.05,-64.6
-32.1,-64.6
-32.15,-64.6
-32.2,-64.6
-32.25,-64.6
-32.3,-64.6
-32.35,-64.6
-32.4,-64.6
-32.45,-64.6
-32.5,-64.6
-32.55,-64.6
-32.6,-64.6
-32.65,-64.6
-32.7,-64.6
-32.75,-64.6
-32.8,-64.6
-32.85,-64.6
-32.9,-64.6
-32.95,-64.6
-33,-64.6
-33.05,-64.6
-33.1,-64.6
-33.15,-64.6
-33.2,-64.6
-33.25,-64.6
-33.3,-64.6
-33.35,-64.6
-33.4,-64.6
-33.45,-64.6
-33.5,-64.6
-33.55,-64.6
-33.6,-64.6
-33.65,-64.6
-33.7,-64.6
-33.75,-64.6
-33.8,-64.6
-33.85,-64.6
-33.9,-64.6
-33.95,-64.6
-34,-64.6
-34.05,-64.6
-34.1,-64.6
-34.15,-64.6
-34.2,-64.6
-34.25,-64.6
-34.3,-64.6
-34.35,-64.6
-34.4,-64.6
-34.45,-64.6
-34.5,-64.6
-34.55,-64.6
-34.6,-64.6
-34.65,-64.6
-34.7,-64.6
-34.75,-64.6
-31.6,-64.55
-31.65,-64.55
-31.7,-64.55
-31.75,-64.55
-31.8,-64.55
-31.85,-64.55
-31.9,-64.55
-31.95,-64.55
-32,-64.55
-32.05,-64.55
-32.1,-64.55
-32.15,-64.55
-32.2,-64.55
-32.25,-64.55
-32.3,-64.55
-32.35,-64.55
-32.4,-64.55
-32.45,-64.55
-32.5,-64.55
-32.55,-64.55
-32.6,-64.55
-32.65,-64.55
-32.7,-64.55
-32.75,-64.55
-32.8,-64.55
-32.85,-64.55
-32.9,-64.55
-32.95,-64.55
-33,-64.55
-33.05,-64.55
-33.1,-64.55
-33.15,-64.55
-33.2,-64.55
-33.25,-64.55
-33.3,-64.55
-33.35,-64.55
-33.4,-64.55
-33.45,-64.55
-33.5,-64.55
-33.55,-64.55
-33.6,-64.55
-33.65,-64.55
-33.7,-64.55
-33.75,-64.55
-33.8,-64.55
-33.85,-64.55
-33.9,-64.55
-33.95,-64.55
-34,-64.55
-34.05,-64.55
-34.1,-64.55
-34.15,-64.55
-34.2,-64.55
-34.25,-64.55
-34.3,-64.55
-34.35,-64.55
-34.4,-64.55
-34.45,-64.55
-34.5,-64.55
-34.55,-64.55
-34.6,-64.55
-34.65,-64.55
-34.7,-64.55
-34.75,-64.55
-31.6,-64.5
-31.65,-64.5
-31.7,-64.5
-31.75,-64.5
-31.8,-64.5
-31.85,-64.5
-31.9,-64.5
-31.95,-64.5
-32,-64.5
-32.05,-64.5
-32.1,-64.5
-32.15,-64.5
-32.2,-64.5
-32.25,-64.5
-32.3,-64.5
-32.35,-64.5
-32.4,-64.5
-32.45,-64.5
-32.5,-64.5
-32.55,-64.5
-32.6,-64.5
-32.65,-64.5
-32.7,-64.5
-32.75,-64.5
-32.8,-64.5
-32.85,-64.5
-32.9,-64.5
-32.95,-64.5
-33,-64.5
-33.05,-64.5
-33.1,-64.5
-33.15,-64.5
-33.2,-64.5
-33.25,-64.5
-33.3,-64.5
-33.35,-64.5
-33.4,-64.5
-33.45,-64.5
-33.5,-64.5
-33.55,-64.5
-33.6,-64.5
-33.65,-64.5
-33.7,-64.5
-33.75,-64.5
-33.8,-64.5
-33.85,-64.5
-33.9,-64.5
-33.95,-64.5
-34,-64.5
-34.05,-64.5
-34.1,-64.5
-34.15,-64.5
-34.2,-64.5
-34.25,-64.5
-34.3,-64.5
-34.35,-64.5
-34.4,-64.5
-34.45,-64.5
-34.5,-64.5
-34.55,-64.5
-34.6,-64.5
-34.65,-64.5
-34.7,-64.5
-34.75,-64.5
-31.6,-64.45
-31.65,-64.45
-31.7,-64.45
-31.75,-64.45
-31.8,-64.45
-31.85,-64.45
-31.9,-64.45
-31.95,-64.45
-32,-64.45
-32.05,-64.45
-32.1,-64.45
-32.15,-64.45
-32.2,-64.45
-32.25,-64.45
-32.3,-64.45
-32.35,-64.45
-32.4,-64.45
-32.45,-64.45
-32.5,-64.45
-32.55,-64.45
-32.6,-64.45
-32.65,-64.45
-32.7,-64.45
-32.75,-64.45
-32.8,-64.45
-32.85,-64.45
-32.9,-64.45
-32.95,-64.45
-33,-64.45
-33.05,-64.45
-33.1,-64.45
-33.15,-64.45
-33.2,-64.45
-33.25,-64.45
-33.3,-64.45
-33.35,-64.45
-33.4,-64.45
-33.45,-64.45
-33.5,-64.45
-33.55,-64.45
-33.6,-64.45
-33.65,-64.45
-33.7,-64.45
-33.75,-64.45
-33.8,-64.45
-33.85,-64.45
-33.9,-64.45
-33.95,-64.45
-34,-64.45
-34.05,-64.45
-34.1,-64.45
-34.15,-64.45
-34.2,-64.45
